Order Date,Order Price,Company ID,Category,Employee Name
2024-03-07,7824.45,6,Sensors,Jordan Brown
2022-02-19,24365.54,14,Sensors,Chris Brown
2021-05-18,26321.71,15,Machines,Taylor Doe
2023-02-25,36506.94,15,Machines,Jane Williams
2023-05-20,10943.25,14,Hardware,Alex Smith
2023-05-06,34366.91,13,Software,Jordan Smith
2022-12-14,41825.32,6,Hardware,John Smith
2020-09-11,26987.14,12,Software,Drew Johnson
2023-03-07,38708.73,6,Machines,John Williams
2024-04-12,2857.81,5,Machines,Taylor Brown
2024-01-21,21490.9,4,Software,Jane Doe
2022-01-21,19237.65,8,Tools,Casey Rodriguez
2021-02-03,8140.51,9,Machines,Jane Rodriguez
2021-06-11,6069.06,9,Software,Casey Brown
2022-08-21,27672.28,6,Tools,Jane Doe
2021-12-15,40776.9,3,Hardware,Chris Martinez
2023-02-04,26631.11,8,Sensors,Morgan Lee
2022-04-17,28494.53,6,Sensors,John Martinez
2020-04-25,9737.65,8,Machines,Taylor Doe
2021-10-09,40501.96,11,Tools,Chris Williams
2024-03-19,33942.55,5,Sensors,John Rodriguez
2023-08-16,18873.72,5,Software,Jane Lee
2022-07-17,24609.24,11,Machines,Jordan Davis
2021-05-03,10236.12,12,Tools,Jordan Smith
2022-08-30,19309.99,2,Hardware,John Martinez
2024-10-22,45428.83,2,Sensors,Drew Johnson
2023-06-16,43542.95,5,Sensors,Drew Rodriguez
2023-03-05,37059.73,3,Hardware,Taylor Lee
2022-03-04,28278.56,11,Tools,Jane Rodriguez
2021-02-23,18386.45,15,Tools,John Smith
2022-10-29,18191.52,3,Machines,John Brown
2023-09-15,32657.44,13,Sensors,Taylor Lee
2021-02-17,12667.86,5,Hardware,Chris Martinez
2022-06-05,29133.5,6,Software,John Garcia
2024-01-10,12686.36,11,Software,Taylor Davis
2021-06-16,16093.56,6,Tools,Chris Williams
2021-04-16,16140.71,4,Hardware,Casey Smith
2024-03-29,18161.5,10,Hardware,Chris Johnson
2023-03-14,24248.77,6,Software,Morgan Lee
2023-10-22,33038.38,7,Sensors,Chris Garcia
2022-08-18,23251.45,13,Machines,Drew Johnson
2023-06-15,42572.2,14,Software,Jane Johnson
2023-08-20,1277.11,5,Sensors,Casey Brown
2022-09-18,35946.02,15,Machines,Alex Williams
2021-01-11,9104.39,11,Hardware,Morgan Lee
2022-05-04,46034.59,14,Machines,Alex Garcia
2020-10-21,21716.67,8,Machines,Alex Doe
2023-09-28,18183.6,7,Sensors,Alex Lee
2020-10-19,36244.09,12,Machines,Casey Garcia
2023-12-23,48042.18,14,Software,Pat Johnson
2022-03-08,31224.83,4,Tools,John Martinez
2023-09-19,29073.13,5,Sensors,John Johnson
2022-08-18,42625.43,2,Tools,Chris Doe
2021-09-19,47323.17,13,Sensors,Taylor Lee
2021-07-12,49330.64,7,Tools,Jordan Brown
2022-05-09,45150.84,13,Tools,John Johnson
2022-11-22,19353.85,2,Tools,Jane Doe
2021-10-30,38527.38,8,Machines,Taylor Smith
2022-06-14,49422.07,4,Software,Alex Davis
2022-01-04,47939.42,3,Hardware,John Williams
2023-03-21,33149.56,5,Machines,Drew Davis
2022-03-19,27369.98,4,Machines,Pat Martinez
2023-01-31,25550.83,6,Machines,Jane Brown
2020-12-28,23659.12,12,Tools,Jordan Brown
2021-09-19,21482.08,7,Hardware,Taylor Doe
2021-05-13,9662.75,11,Sensors,Morgan Davis
2024-09-20,15462.18,1,Machines,Alex Davis
2023-02-26,37547.39,15,Software,Casey Smith
2022-07-29,41264.36,5,Tools,Morgan Martinez
2024-03-11,44297.95,6,Software,Taylor Williams
2024-04-24,3532.53,3,Sensors,Pat Martinez
2023-06-14,5508.16,1,Machines,Alex Rodriguez
2020-12-09,32292.69,8,Machines,Pat Garcia
2022-07-10,24141.07,6,Hardware,John Doe
2022-10-16,43225.09,13,Tools,Pat Martinez
2022-02-04,2659.42,8,Sensors,Pat Johnson
2022-03-13,38259.71,8,Sensors,Drew Rodriguez
2022-02-03,21412.01,8,Sensors,Jane Williams
2022-01-02,36340.66,4,Hardware,Drew Brown
2023-04-23,29133.71,9,Sensors,Jane Brown
2021-08-04,40824.58,8,Hardware,Chris Williams
2022-08-29,9802.71,3,Hardware,Alex Lee
2020-02-02,43108.96,9,Hardware,Pat Garcia
2022-04-23,42152.38,1,Tools,Pat Martinez
2021-01-13,40532.43,11,Hardware,Jane Davis
2020-10-23,11963.7,9,Hardware,Jordan Martinez
2023-05-31,34556.07,10,Machines,Jordan Johnson
2024-04-23,17134.55,3,Sensors,Drew Rodriguez
2021-02-25,31366.35,4,Machines,Chris Garcia
2023-04-13,48264.15,13,Software,Drew Davis
2022-09-30,49126.67,11,Tools,Morgan Smith
2022-12-11,12501.74,7,Software,Drew Garcia
2023-03-06,49607.5,15,Software,Pat Garcia
2022-05-07,21884.15,12,Software,Pat Johnson
2020-09-11,7847.7,15,Tools,Morgan Lee
2022-08-26,25698.71,8,Software,Drew Williams
2021-06-16,44608.54,15,Sensors,Pat Smith
2023-02-13,5572.33,5,Software,Casey Williams
2025-01-10,35834.81,2,Sensors,Taylor Smith
2021-03-01,49307.95,12,Software,Taylor Garcia
2020-11-11,49339.45,12,Tools,Taylor Williams
2022-04-08,34897.83,13,Machines,John Rodriguez
2022-08-18,45558.98,5,Software,Chris Doe
2021-06-23,17887.59,15,Machines,Jane Williams
2023-04-14,22969.73,13,Hardware,Pat Lee
2022-08-13,46988.42,3,Machines,Jordan Johnson
2021-09-11,25319.34,3,Tools,Drew Garcia
2022-09-22,29627.36,15,Software,Morgan Williams
2022-01-30,47675.39,14,Tools,Drew Lee
2023-05-12,46985.89,3,Hardware,Jane Doe
2022-07-22,43911.95,6,Software,Casey Brown
2021-11-18,21305.76,8,Tools,Casey Lee
2023-01-25,34454.65,7,Software,Morgan Martinez
2023-03-09,38682.92,9,Sensors,Casey Davis
2022-10-03,5858.35,9,Sensors,Casey Johnson
2022-10-27,39121.91,13,Sensors,John Williams
2023-08-22,36186.2,2,Sensors,Drew Smith
2020-02-26,13811.94,4,Hardware,Alex Smith
2021-12-12,14129.5,14,Tools,Morgan Garcia
2021-03-21,40712.26,12,Machines,Alex Johnson
2024-07-01,1880.65,12,Sensors,Morgan Garcia
2024-10-17,1588.33,12,Hardware,Morgan Garcia
2023-09-14,23927.1,6,Machines,Pat Lee
2022-03-13,32408.13,5,Hardware,Taylor Johnson
2022-09-17,49046.26,10,Sensors,Taylor Johnson
2021-12-29,12302.93,6,Tools,Alex Garcia
2021-08-16,28777.82,7,Hardware,Drew Garcia
2021-04-16,34025.44,12,Machines,Pat Garcia
2023-07-04,22073.97,13,Hardware,Jordan Smith
2022-02-28,17512.5,10,Machines,Pat Williams
2023-10-20,45099.69,2,Software,Jane Williams
2021-10-02,12077.07,14,Sensors,Morgan Martinez
2022-09-13,22710.99,1,Hardware,Taylor Smith
2023-01-01,5630.62,14,Software,Casey Garcia
2021-08-06,28954.61,5,Hardware,Jane Garcia
2021-12-05,29538.82,11,Machines,Alex Williams
2023-09-25,13985.03,5,Machines,Alex Doe
2024-11-12,43549.34,5,Sensors,Taylor Williams
2021-01-04,43860.2,3,Software,Casey Brown
2023-11-21,29661.3,14,Hardware,Pat Johnson
2022-08-01,23593.37,3,Hardware,Taylor Brown
2022-11-16,40695.49,14,Sensors,Chris Johnson
2025-01-31,7042.78,2,Sensors,Alex Davis
2022-12-04,3901.74,11,Software,Morgan Smith
2024-04-13,2879.2,5,Machines,John Doe
2021-09-14,17282.18,10,Machines,Alex Brown
2022-02-02,36060.29,6,Machines,Pat Garcia
2021-05-09,4846.05,12,Tools,Casey Martinez
2024-03-24,36015.9,6,Software,Drew Doe
2021-04-20,46591.93,3,Tools,Casey Doe
2021-05-05,19018.19,4,Hardware,John Brown
2022-10-30,20460.67,8,Hardware,Casey Martinez
2024-05-06,8849.27,10,Hardware,Alex Brown
2022-04-01,36834.97,13,Hardware,Taylor Smith
2020-06-08,31594.81,12,Software,Chris Smith
2021-10-29,22978.23,1,Tools,Chris Lee
2021-12-15,2451.99,5,Hardware,Casey Garcia
2021-12-20,47098.49,10,Sensors,Jane Brown
2022-02-18,15543.54,6,Tools,Drew Martinez
2022-10-15,22993.55,2,Hardware,Taylor Lee
2023-02-22,41257.77,6,Hardware,Casey Lee
2023-01-14,25251.17,4,Machines,Jane Brown
2022-11-30,42789.07,11,Software,Jane Williams
2022-08-14,1794.56,5,Software,Pat Martinez
2023-07-30,22269.92,12,Hardware,Jane Lee
2021-12-16,20164.59,4,Hardware,Taylor Smith
2023-08-04,22696.06,15,Hardware,Chris Johnson
2022-04-06,42447.5,13,Software,Morgan Rodriguez
2024-03-27,28721.68,12,Hardware,Drew Rodriguez
2022-09-06,25293.01,8,Sensors,Jane Doe
2023-04-15,44811.53,12,Sensors,Drew Garcia
2020-06-05,27802.95,9,Software,Morgan Garcia
2024-08-24,4269.97,5,Sensors,Jordan Smith
2022-05-15,20890.72,13,Sensors,Drew Davis
2021-12-10,37994.32,3,Software,Pat Davis
2023-09-29,29461.78,10,Tools,Alex Garcia
2020-05-20,20771.8,7,Hardware,Morgan Brown
2020-08-26,7290.17,8,Machines,Pat Smith
2023-07-24,35247.79,13,Sensors,Casey Davis
2023-06-13,32841.24,13,Software,Casey Johnson
2021-08-09,16439.99,9,Machines,Chris Rodriguez
2022-06-01,25112.78,4,Software,Jordan Brown
2022-06-19,13984.46,8,Sensors,Casey Williams
2024-02-10,19412.97,6,Software,Chris Johnson
2024-04-13,5080.94,2,Sensors,Casey Brown
2024-07-15,25345.69,15,Software,Jane Brown
2021-03-10,20536.21,12,Software,Jane Garcia
2021-12-28,20993.5,3,Tools,Pat Martinez
2022-09-19,46315.71,15,Machines,Jane Johnson
2022-12-30,34763.6,10,Hardware,Casey Rodriguez
2021-03-11,20737.33,1,Tools,Drew Williams
2021-07-25,48243.87,3,Software,Pat Davis
2024-05-20,26011.64,6,Software,Drew Brown
2023-06-10,21564.99,10,Hardware,Chris Doe
2022-12-11,21127.92,5,Sensors,Taylor Martinez
2021-08-23,32957.84,14,Sensors,Drew Johnson
2021-05-08,3851.95,3,Tools,John Johnson
2022-08-09,5203.89,8,Tools,Casey Doe
2023-06-03,37975.39,2,Hardware,Morgan Williams
2021-12-17,20308.45,8,Sensors,John Martinez
2022-03-25,46828.13,4,Machines,Pat Johnson
2020-04-13,43528.19,9,Hardware,Casey Rodriguez
2022-12-27,13196.98,9,Tools,Chris Johnson
2024-05-13,27063.73,14,Hardware,Chris Garcia
2023-08-23,38557.45,10,Hardware,Morgan Rodriguez
2023-04-04,10905.82,1,Hardware,Jordan Williams
2022-04-05,43789.51,1,Sensors,Morgan Rodriguez
2022-02-13,17423.5,14,Software,Pat Johnson
2022-08-21,14713.36,15,Software,Casey Lee
2022-03-10,22493.68,9,Machines,Casey Garcia
2022-05-14,19517.99,6,Software,Taylor Davis
2021-09-12,22182.95,13,Software,Pat Martinez
2022-06-25,42296.11,5,Software,Jane Lee
2022-12-19,38747.63,3,Sensors,Taylor Brown
2022-07-07,20041.8,3,Sensors,Jane Brown
2022-07-22,36777.8,11,Machines,John Davis
2024-05-07,10368.99,10,Hardware,Morgan Davis
2024-03-13,40004.85,13,Hardware,John Brown
2023-01-08,25825.07,5,Sensors,Jane Brown
2022-02-22,31529.02,7,Tools,Chris Williams
2023-02-20,16554.41,6,Tools,Drew Brown
2020-11-05,17112.45,2,Machines,Jane Davis
2022-06-17,39233.71,3,Sensors,Alex Rodriguez
2022-12-05,18642.51,6,Machines,Morgan Smith
2023-01-27,18371.69,1,Tools,Alex Lee
2023-09-01,38181.14,2,Hardware,Pat Lee
2024-03-04,17641.44,5,Machines,Jordan Smith
2020-04-22,19823.79,2,Machines,Casey Williams
2023-01-08,38574.03,5,Sensors,Casey Rodriguez
2023-07-12,9757.56,8,Tools,Morgan Garcia
2021-05-20,42819.71,9,Sensors,Casey Brown
2022-10-30,25243.53,11,Software,Drew Garcia
2023-07-02,21455.05,14,Software,Jane Lee
2022-09-18,6973.38,8,Sensors,John Doe
2022-03-02,2043.0,13,Machines,Chris Garcia
2021-04-10,46924.93,3,Tools,Drew Johnson
2020-08-13,18745.26,8,Machines,Taylor Smith
2024-07-03,45252.39,14,Hardware,Pat Davis
2021-10-14,9602.37,3,Tools,Pat Davis
2020-06-15,24584.95,15,Tools,Jordan Davis
2022-10-17,40363.26,11,Sensors,Drew Smith
2021-01-19,43494.19,14,Tools,Taylor Johnson
2022-06-30,45299.46,3,Sensors,Drew Martinez
2021-02-04,12871.24,11,Sensors,Casey Doe
2021-12-25,14137.98,9,Software,Taylor Smith
2022-07-20,2772.85,14,Machines,Casey Lee
2023-03-20,34924.15,13,Software,Jordan Smith
2022-05-09,35431.21,3,Sensors,Jordan Doe
2022-09-01,44165.12,12,Machines,Taylor Johnson
2023-03-19,32384.37,5,Software,Jane Lee
2022-09-20,32171.96,13,Tools,Jane Garcia
2024-05-17,44116.74,2,Tools,Pat Brown
2023-11-14,1785.25,10,Software,Taylor Brown
2022-01-19,1760.44,5,Hardware,Alex Davis
2022-02-22,8920.6,6,Tools,Casey Johnson
2021-06-13,9153.99,12,Tools,Jordan Johnson
2023-08-13,25988.79,6,Sensors,Chris Lee
2022-06-03,11678.51,2,Tools,Jane Lee
2024-10-04,28777.82,7,Software,Jordan Brown
2023-01-12,34916.56,3,Tools,Jane Rodriguez
2023-10-20,41550.06,12,Hardware,Morgan Lee
2024-06-20,47626.34,12,Sensors,Morgan Garcia
2021-06-09,31693.94,3,Software,Casey Lee
2023-01-05,47656.11,6,Software,Jane Garcia
2024-08-04,7829.63,12,Sensors,Chris Garcia
2024-03-12,41227.29,5,Machines,Chris Martinez
2023-04-02,28614.37,1,Hardware,Chris Davis
2024-04-14,28190.83,2,Sensors,Drew Johnson
2021-07-31,7475.3,1,Software,Jane Rodriguez
2023-02-24,18314.1,1,Tools,Pat Smith
2022-12-03,9565.57,3,Tools,Casey Smith
2021-07-10,1721.29,3,Machines,Alex Smith
2023-03-02,37077.83,7,Sensors,Taylor Garcia
2021-07-02,41047.67,11,Hardware,Jordan Smith
2023-06-16,40051.65,4,Sensors,Casey Williams
2022-11-04,13225.72,8,Hardware,Casey Rodriguez
2022-07-01,25439.36,6,Hardware,Taylor Lee
2023-07-03,29903.24,13,Sensors,John Williams
2021-08-23,46506.53,9,Tools,Chris Johnson
2024-08-05,14819.31,15,Software,Jordan Garcia
2022-02-06,36550.94,9,Sensors,Jane Rodriguez
2020-04-11,29083.12,12,Tools,Pat Brown
2023-03-25,16950.77,13,Software,Morgan Martinez
2023-10-07,2568.6,2,Hardware,Alex Johnson
2021-06-09,38281.0,13,Tools,Jane Doe
2022-09-23,20051.36,14,Software,Pat Martinez
2022-12-22,21434.19,7,Tools,Alex Lee
2023-12-15,12941.89,13,Hardware,Alex Garcia
2023-04-05,30607.88,1,Hardware,Jane Martinez
2021-07-14,10588.51,10,Machines,Casey Brown
2022-07-08,39103.7,11,Sensors,Drew Garcia
2023-03-21,7107.65,3,Hardware,Chris Brown
2022-04-11,13141.5,13,Tools,John Rodriguez
2024-04-15,17392.06,12,Hardware,Chris Garcia
2024-06-14,35535.58,15,Hardware,Pat Martinez
2022-11-10,27854.88,4,Software,Pat Smith
2021-06-26,9362.9,3,Hardware,Jane Martinez
2021-11-20,19489.53,9,Machines,John Johnson
2022-10-08,9105.9,14,Software,Taylor Lee
2022-02-06,18971.58,12,Tools,Jordan Lee
2020-05-05,2409.51,12,Tools,John Smith
2023-04-15,35949.42,13,Software,Jordan Brown
2021-07-21,11424.09,9,Machines,Drew Johnson
2022-12-13,49655.47,11,Software,Chris Garcia
2023-03-24,1397.9,10,Machines,Jane Doe
2022-07-30,25688.67,1,Hardware,Pat Rodriguez
2023-06-02,10304.32,6,Sensors,John Lee
2021-08-20,30191.21,15,Machines,Morgan Smith
2023-08-20,32342.14,10,Software,Casey Johnson
2021-10-09,35406.67,2,Machines,Alex Rodriguez
2022-04-27,17631.4,15,Tools,Jane Doe
2023-07-03,35944.92,8,Tools,Jane Lee
2021-04-14,20610.05,9,Hardware,John Johnson
2021-09-01,8675.62,1,Software,Drew Rodriguez
2020-10-26,9172.52,11,Hardware,Pat Brown
2023-01-27,42472.57,12,Hardware,John Johnson
2021-09-23,43265.21,9,Hardware,Chris Garcia
2022-01-25,36829.74,10,Sensors,Chris Brown
2023-11-09,1444.31,12,Hardware,Jordan Rodriguez
2022-03-14,43145.53,13,Software,Jane Doe
2023-07-09,28138.64,7,Machines,Taylor Brown
2022-01-03,7606.49,4,Machines,Jordan Martinez
2022-02-27,13226.36,13,Software,Morgan Lee
2022-06-04,33320.41,12,Software,Drew Doe
2021-04-20,38934.02,11,Hardware,Chris Brown
2024-03-04,29132.31,5,Sensors,Jane Williams
2023-11-01,30668.2,12,Hardware,Jordan Doe
2020-04-21,37662.41,11,Hardware,Pat Garcia
2021-01-29,36071.4,3,Machines,Jane Williams
2024-05-18,45221.83,12,Hardware,Casey Brown
2022-07-25,45022.25,1,Hardware,Taylor Williams
2022-05-19,31623.03,2,Software,Chris Brown
2024-06-28,14959.25,12,Sensors,Jordan Rodriguez
2023-02-16,39103.71,14,Machines,John Martinez
2024-07-17,22325.79,15,Hardware,Alex Smith
2022-01-18,28698.56,10,Sensors,Drew Doe
2023-12-18,24006.94,7,Software,Morgan Rodriguez
2024-12-18,19155.1,5,Machines,Jordan Williams
2023-02-16,1076.93,14,Machines,Pat Martinez
2022-02-11,43080.2,12,Tools,Chris Doe
2023-09-24,10752.76,3,Sensors,John Garcia
2021-06-23,47220.09,12,Machines,Jane Garcia
2023-02-11,22669.83,14,Machines,Pat Brown
2023-04-18,46447.71,15,Machines,Alex Brown
2022-05-25,23219.67,13,Software,John Smith
2022-09-25,19563.63,14,Hardware,Pat Smith
2023-11-02,8684.44,2,Software,Pat Rodriguez
2022-11-12,29834.59,13,Sensors,Chris Doe
2023-05-25,33901.87,4,Sensors,Jane Williams
2020-10-01,19957.83,12,Machines,Jordan Johnson
2022-07-05,48174.49,11,Sensors,Taylor Martinez
2021-11-17,43646.58,11,Hardware,Taylor Smith
2021-02-09,47779.29,7,Tools,Drew Martinez
2022-08-28,26212.56,12,Sensors,Alex Garcia
2022-06-22,18999.57,13,Hardware,Chris Martinez
2023-12-21,47833.68,7,Sensors,Casey Martinez
2022-11-25,7205.85,5,Tools,Jane Davis
2023-07-28,29831.33,14,Machines,Casey Davis
2020-05-16,40651.28,9,Hardware,Chris Doe
2022-05-09,21724.13,3,Sensors,Alex Lee
2021-09-08,19153.34,3,Tools,Alex Rodriguez
2022-01-24,11406.86,6,Hardware,Alex Doe
2022-03-25,47311.1,13,Software,Pat Brown
2021-08-11,46690.09,14,Tools,Pat Rodriguez
2020-12-02,27570.47,11,Hardware,Alex Brown
2023-04-07,3517.79,14,Sensors,Pat Brown
2021-12-09,46220.3,9,Software,Jane Doe
2023-03-10,13211.76,5,Tools,Pat Brown
2021-11-26,43791.66,3,Tools,Taylor Williams
2022-12-03,37369.88,15,Sensors,Pat Smith
2022-03-19,27689.04,10,Machines,Casey Brown
2020-06-06,37305.52,15,Tools,Drew Brown
2023-10-13,48737.02,7,Sensors,Morgan Garcia
2023-02-26,33452.91,2,Sensors,Alex Lee
2021-11-09,38445.26,8,Tools,Drew Davis
2022-12-24,36647.69,4,Machines,Chris Doe
2022-02-25,18382.72,1,Hardware,Taylor Davis
2022-02-19,5959.21,13,Machines,Drew Rodriguez
2022-04-03,38142.3,1,Sensors,Drew Garcia
2021-10-01,46946.01,15,Sensors,Chris Brown
2020-05-22,13697.32,4,Hardware,John Williams
2023-02-20,4541.54,8,Tools,Alex Rodriguez
2021-08-02,10577.19,14,Sensors,Jane Davis
2022-09-28,23184.26,10,Software,Drew Brown
2022-01-22,1114.93,8,Sensors,Pat Smith
2021-02-12,29137.48,3,Machines,Chris Garcia
2022-08-01,44124.09,8,Sensors,John Williams
2021-01-24,25858.45,12,Software,Chris Smith
2022-10-21,18989.86,9,Tools,Casey Brown
2023-09-20,5303.56,10,Tools,Casey Johnson
2021-08-04,4232.19,7,Hardware,John Garcia
2022-07-21,18422.9,10,Software,Taylor Johnson
2024-10-13,26152.76,5,Sensors,Taylor Martinez
2021-06-09,38270.19,11,Hardware,Taylor Williams
2023-06-19,49601.9,14,Machines,Taylor Rodriguez
2023-01-14,36823.39,15,Hardware,Drew Garcia
2023-07-02,29070.13,5,Tools,Drew Garcia
2021-11-24,16646.37,9,Sensors,Jordan Rodriguez
2024-09-10,37417.15,15,Hardware,Pat Doe
2021-07-11,19207.39,8,Machines,Drew Smith
2022-03-02,48015.82,10,Software,Chris Johnson
2023-03-16,10980.02,8,Software,Jane Martinez
2022-11-18,32761.37,6,Machines,John Davis
2022-10-31,46840.25,1,Sensors,Alex Smith
2023-05-22,17256.81,7,Machines,Taylor Garcia
2024-07-27,32956.74,7,Machines,Drew Garcia
2023-07-21,32974.65,10,Hardware,Alex Smith
2022-01-07,9454.73,4,Hardware,Alex Brown
2023-08-07,18211.29,12,Hardware,John Doe
2020-10-08,15467.71,9,Software,Chris Garcia
2023-02-09,30735.83,6,Tools,Jordan Rodriguez
2022-05-05,7172.85,4,Machines,Chris Martinez
2024-04-04,12199.62,7,Software,Morgan Doe
2022-10-27,41479.69,12,Sensors,Jordan Johnson
2022-06-02,11138.03,9,Machines,Casey Doe
2022-04-03,3975.56,3,Machines,Chris Brown
2024-07-01,7441.51,7,Sensors,Pat Brown
2022-07-29,9191.48,11,Machines,Jane Rodriguez
2022-12-31,35568.59,7,Machines,Taylor Williams
2023-11-28,24010.21,10,Software,Morgan Garcia
2021-05-21,10879.14,11,Hardware,John Johnson
2022-07-19,11208.39,15,Software,Pat Johnson
2024-04-02,17151.35,10,Tools,Jordan Rodriguez
2023-07-31,28366.4,7,Software,Jane Williams
2022-08-22,21061.1,10,Software,Jordan Brown
2022-03-12,2537.28,9,Tools,Casey Garcia
2022-04-06,40796.25,13,Sensors,Taylor Davis
2024-05-26,5011.73,15,Software,Casey Davis
2022-04-29,18873.91,6,Software,Pat Davis
2022-09-29,12773.66,7,Machines,Jordan Rodriguez
2022-10-21,20480.63,11,Tools,Chris Rodriguez
2022-07-03,46890.59,14,Hardware,Casey Doe
2021-07-30,18052.86,9,Sensors,John Martinez
2021-10-31,32166.93,6,Machines,Drew Garcia
2022-07-03,23784.41,10,Sensors,Alex Smith
2021-06-30,36287.37,12,Tools,Pat Davis
2021-10-05,25199.48,11,Sensors,Alex Garcia
2022-07-10,2486.42,5,Software,Jane Rodriguez
2022-05-01,46851.79,10,Hardware,Casey Brown
2024-05-24,36374.2,7,Sensors,Casey Brown
2021-11-19,4918.41,5,Tools,Casey Johnson
2022-09-25,43960.15,10,Sensors,Jordan Rodriguez
2024-04-23,20364.77,10,Tools,Morgan Lee
2024-01-01,7662.73,7,Machines,John Williams
2021-08-24,33356.92,3,Machines,Taylor Garcia
2023-04-17,23654.34,15,Software,Morgan Doe
2022-07-18,35978.04,10,Sensors,John Johnson
2023-12-23,23842.75,1,Machines,Jordan Lee
2024-02-17,30607.25,5,Machines,Jordan Martinez
2022-12-29,49614.6,2,Sensors,Pat Lee
2021-12-18,22740.43,4,Hardware,Alex Rodriguez
2024-12-14,29248.66,12,Hardware,Casey Smith
2021-09-03,38295.25,14,Tools,Chris Johnson
2020-05-10,31615.02,11,Hardware,Drew Brown
2020-12-08,12069.72,11,Machines,Alex Rodriguez
2021-05-19,44396.8,9,Sensors,Casey Johnson
2022-11-05,13862.75,11,Software,Casey Lee
2021-10-03,47439.09,1,Tools,Jane Lee
2023-07-10,4440.91,9,Tools,Jordan Williams
2021-05-23,22219.91,12,Machines,Jane Davis
2023-01-24,27250.92,4,Machines,Pat Martinez
2022-02-16,24297.94,9,Software,Taylor Davis
2021-05-14,28080.85,6,Hardware,Taylor Williams
2022-02-20,30788.27,13,Tools,Pat Doe
2024-09-04,40075.07,7,Machines,Casey Martinez
2021-09-20,12296.33,13,Machines,John Lee
2022-01-04,16935.48,6,Hardware,Chris Doe
2023-01-02,8857.53,10,Hardware,Alex Brown
2022-07-02,5760.7,4,Machines,Casey Doe
2021-12-09,28399.74,9,Machines,Morgan Davis
2021-11-18,36322.89,3,Tools,Alex Garcia
2022-01-24,5380.95,8,Software,Pat Brown
2022-05-26,9553.38,11,Sensors,Chris Garcia
2021-12-19,4103.68,3,Software,Chris Lee
2022-01-16,4647.51,10,Sensors,Alex Rodriguez
2023-03-08,14735.45,6,Hardware,Jordan Smith
2023-02-28,35038.45,1,Hardware,Alex Garcia
2021-07-11,42541.51,13,Machines,John Smith
2021-04-30,13739.29,8,Software,Alex Brown
2022-10-20,40598.97,14,Software,Jane Lee
2022-04-20,46317.22,14,Machines,John Garcia
2022-06-07,24713.1,3,Sensors,Alex Williams
2023-05-24,49020.53,7,Sensors,John Lee
2024-11-28,4061.39,2,Sensors,John Martinez
2022-09-30,27903.15,15,Machines,Casey Garcia
2022-07-12,38052.86,3,Sensors,Casey Rodriguez
2023-03-11,1475.22,6,Hardware,Morgan Lee
2024-02-23,30054.36,13,Hardware,Jane Doe
2021-05-03,33180.03,2,Machines,Jane Doe
2021-02-08,41633.38,15,Tools,Alex Martinez
2022-11-02,45258.72,3,Hardware,Chris Rodriguez
2021-09-23,6651.47,3,Machines,Morgan Rodriguez
2020-12-05,2661.34,8,Hardware,Alex Davis
2022-07-11,19534.69,1,Sensors,Morgan Davis
2021-06-29,4403.26,4,Hardware,Morgan Doe
2022-09-12,39100.79,14,Sensors,Casey Lee
2022-05-04,28249.79,12,Software,Pat Garcia
2023-07-16,39378.95,10,Hardware,Pat Brown
2024-08-21,36882.47,15,Hardware,Taylor Doe
2023-01-07,15776.14,13,Sensors,Pat Garcia
2021-08-16,5055.41,7,Tools,John Lee
2024-02-24,10639.43,10,Tools,John Smith
2022-05-15,14392.53,6,Software,John Johnson
2022-05-26,48607.91,6,Software,Alex Doe
2022-10-18,18647.67,14,Tools,Morgan Rodriguez
2023-05-03,44798.0,3,Hardware,Casey Johnson
2022-08-20,3292.96,13,Tools,Alex Smith
2023-02-28,7943.66,5,Sensors,Casey Williams
2020-06-19,31298.31,3,Software,Chris Lee
2022-06-30,37938.76,10,Tools,Casey Lee
2022-10-13,14908.89,2,Hardware,Casey Martinez
2023-12-23,24488.63,15,Software,Chris Johnson
2023-04-18,28758.06,13,Hardware,Casey Rodriguez
2023-06-03,35629.6,10,Machines,Taylor Doe
2022-02-20,44303.65,9,Sensors,Drew Williams
2021-09-29,49731.91,13,Sensors,Drew Garcia
2023-11-21,49537.25,2,Hardware,John Doe
2023-04-11,9033.69,6,Tools,Taylor Davis
2023-01-26,2509.8,10,Hardware,Alex Martinez
2023-03-10,23125.39,7,Sensors,Morgan Garcia
2021-02-26,44486.17,12,Software,Alex Williams
2022-11-17,27768.21,6,Sensors,Jordan Davis
2024-01-12,9743.82,6,Sensors,Taylor Doe
2021-11-19,3934.35,8,Software,Jane Doe
2024-05-24,4510.06,3,Sensors,Morgan Brown
2023-07-03,46313.93,3,Sensors,Jane Rodriguez
2024-01-11,4515.53,7,Software,Jordan Brown
2023-12-05,41301.18,11,Software,Casey Lee
2021-04-01,3956.68,15,Tools,Taylor Brown
2023-12-05,28680.03,10,Sensors,Chris Martinez
2023-04-09,33130.0,8,Sensors,Alex Smith
2022-10-23,17457.14,13,Software,Pat Doe
2023-06-29,25399.79,15,Hardware,Jordan Rodriguez
2023-05-09,17726.68,14,Sensors,Alex Brown
2023-07-06,14704.62,1,Machines,Jane Doe
2021-06-26,25698.25,8,Software,Casey Davis
2023-09-07,17707.29,14,Machines,Jane Williams
2022-08-23,29025.66,10,Sensors,Casey Davis
2023-01-22,1839.82,8,Tools,Drew Brown
